ID,SRC_IP,DST_IP,TOS,TTL,LEN,PROTOCOLO,PUERTO_ORIGEN,PUERTO_DESTINO,ICMP_TYPE,ICMP_CODE,FLAGS
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,62402,-1,-1,SA---
10156,35.201.101.243,192.168.1.73,0,123,40,TCP,443,64200,-1,-1,-A---
63999,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57951,-1,-1,-A---
10157,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,64200,-1,-1,-A---
54861,192.168.1.73,34.117.228.201,0,128,40,TCP,62402,443,-1,-1,-A---
10159,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,64200,-1,-1,-A---
48148,192.168.1.73,35.201.101.243,0,128,52,TCP,64200,443,-1,-1,-A---
10160,35.201.101.243,192.168.1.73,0,123,323,TCP,443,64200,-1,-1,-A---
64000,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,57951,-1,-1,-A---
64001,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,57951,-1,-1,-A---
64002,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,57951,-1,-1,-A---
64003,35.201.101.243,192.168.1.73,0,123,323,TCP,443,57951,-1,-1,-A---
51843,34.117.228.201,192.168.1.73,0,123,40,TCP,443,49684,-1,-1,-A---
36203,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57086,-1,-1,-AF--
2750,35.201.101.243,192.168.1.73,0,123,40,TCP,443,64251,-1,-1,-AF--
0,35.201.101.243,192.168.1.73,0,113,40,TCP,443,52605,-1,-1,-A---
0,35.201.101.243,192.168.1.73,0,113,40,TCP,443,56105,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,114,40,TCP,443,63267,-1,-1,-A---
49782,34.117.228.201,192.168.1.73,0,123,40,TCP,443,54872,-1,-1,-A---
22925,104.18.19.140,192.168.1.73,0,60,52,TCP,443,60835,-1,-1,-A---
48149,192.168.1.73,35.201.101.243,0,128,52,TCP,64200,443,-1,-1,-A---
49783,34.117.228.201,192.168.1.73,0,123,224,TCP,443,54872,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,65205,-1,-1,SA---
25617,199.250.160.129,192.168.1.73,0,50,40,TCP,443,50886,-1,-1,-AF--
25618,199.250.160.129,192.168.1.73,0,50,52,TCP,443,50886,-1,-1,-A---
54862,192.168.1.73,34.117.228.201,0,128,40,TCP,65205,443,-1,-1,-A---
48150,192.168.1.73,35.201.101.243,0,128,40,TCP,64251,443,-1,-1,-A---
48151,192.168.1.73,35.201.101.243,0,128,40,TCP,57086,443,-1,-1,-A---
48152,192.168.1.73,35.201.101.243,0,128,120,TCP,57951,443,-1,-1,-A---
54863,192.168.1.73,34.117.228.201,0,128,557,TCP,65205,443,-1,-1,-A---
54864,192.168.1.73,34.117.228.201,0,128,557,TCP,62402,443,-1,-1,-A---
48153,192.168.1.73,35.201.101.243,0,128,934,TCP,57951,443,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,62402,-1,-1,SA---
54865,192.168.1.73,34.117.228.201,0,128,52,TCP,62402,443,-1,-1,-A---
54866,192.168.1.73,34.117.228.201,0,128,40,TCP,54872,443,-1,-1,-A---
0,192.168.1.79,255.255.255.255,0,64,248,UDP,49159,6667,-1,-1,
36204,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57086,-1,-1,-AF--
2751,35.201.101.243,192.168.1.73,0,123,40,TCP,443,64251,-1,-1,-AF--
55671,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57777,-1,-1,-AF--
48154,192.168.1.73,35.201.101.243,0,128,40,TCP,57086,443,-1,-1,-A---
48155,192.168.1.73,35.201.101.243,0,128,40,TCP,64251,443,-1,-1,-A---
49784,34.117.228.201,192.168.1.73,0,123,52,TCP,443,54872,-1,-1,-A---
49785,34.117.228.201,192.168.1.73,0,123,224,TCP,443,54872,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,65205,-1,-1,SA---
25619,199.250.160.129,192.168.1.73,0,50,52,TCP,443,50886,-1,-1,-A---
45576,54.183.7.0,192.168.1.73,0,250,40,TCP,443,65022,-1,-1,-AF--
64004,35.201.101.243,192.168.1.73,0,123,52,TCP,443,57951,-1,-1,-A---
55672,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57777,-1,-1,-AF--
25445,44.197.110.19,192.168.1.73,0,250,1386,TCP,443,64492,-1,-1,-A---
10161,35.201.101.243,192.168.1.73,0,123,323,TCP,443,64200,-1,-1,-A---
64005,35.201.101.243,192.168.1.73,0,123,323,TCP,443,57951,-1,-1,-A---
23026,44.197.110.19,192.168.1.73,0,250,1492,TCP,443,59279,-1,-1,-A---
49786,34.117.228.201,192.168.1.73,0,123,52,TCP,443,54872,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,62402,-1,-1,SA---
25620,199.250.160.129,192.168.1.73,0,50,64,TCP,443,50886,-1,-1,-AF--
10162,35.201.101.243,192.168.1.73,0,123,52,TCP,443,64200,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,65205,-1,-1,SA---
54867,192.168.1.73,34.117.228.201,0,128,52,TCP,54872,443,-1,-1,-A---
54868,192.168.1.73,34.117.228.201,0,128,52,TCP,65205,443,-1,-1,-A---
48156,192.168.1.73,35.201.101.243,0,128,60,TCP,64200,443,-1,-1,-A---
48157,192.168.1.73,35.201.101.243,0,128,52,TCP,57951,443,-1,-1,-A---
54869,192.168.1.73,34.117.228.201,0,128,52,TCP,62402,443,-1,-1,-A---
54870,192.168.1.73,34.117.228.201,0,128,52,TCP,65205,443,-1,-1,-A---
48158,192.168.1.73,35.201.101.243,0,128,40,TCP,57777,443,-1,-1,-A---
64006,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57951,-1,-1,-A---
48159,192.168.1.73,35.201.101.243,0,128,40,TCP,57777,443,-1,-1,-A---
32144,192.168.1.73,44.197.110.19,0,128,166,TCP,64492,443,-1,-1,-A---
54871,192.168.1.73,34.117.228.201,0,128,557,TCP,65205,443,-1,-1,-A---
32579,34.117.228.201,192.168.1.73,0,123,40,TCP,443,65205,-1,-1,-A---
5731,34.117.228.201,192.168.1.73,0,123,40,TCP,443,62402,-1,-1,-A---
32145,192.168.1.73,44.197.110.19,0,128,52,TCP,59279,443,-1,-1,-A---
64007,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57951,-1,-1,-A---
32580,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,65205,-1,-1,-A---
5732,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,62402,-1,-1,-A---
54872,192.168.1.73,34.117.228.201,0,128,40,TCP,65205,443,-1,-1,-A---
54873,192.168.1.73,34.117.228.201,0,128,40,TCP,62402,443,-1,-1,-A---
64008,35.201.101.243,192.168.1.73,0,123,939,TCP,443,57951,-1,-1,-A---
8500,23.208.157.147,192.168.1.73,0,60,40,TCP,443,64431,-1,-1,-AF--
8498,23.208.157.147,192.168.1.73,0,60,79,TCP,443,64431,-1,-1,-A---
278,192.168.1.73,23.208.157.147,0,128,40,TCP,64431,443,-1,-1,-A---
8499,23.208.157.147,192.168.1.73,0,60,64,TCP,443,64431,-1,-1,-A---
8501,23.208.157.147,192.168.1.73,0,60,40,TCP,443,64431,-1,-1,-AF--
279,192.168.1.73,23.208.157.147,0,128,40,TCP,64431,443,-1,-1,-A---
280,192.168.1.73,23.208.157.147,0,128,40,TCP,64431,443,-1,-1,-A---
48160,192.168.1.73,35.201.101.243,0,128,40,TCP,57951,443,-1,-1,-A---
2580,191.215.78.2,192.168.1.73,104,242,40,TCP,443,54340,-1,-1,-AF--
18917,192.168.1.73,191.215.78.2,0,128,40,TCP,54340,443,-1,-1,-A---
18918,192.168.1.73,191.215.78.2,0,128,40,TCP,54340,443,-1,-1,-AF--
48161,192.168.1.73,35.201.101.243,0,128,40,TCP,64251,443,-1,-1,-AF--
48162,192.168.1.73,35.201.101.243,0,128,40,TCP,57086,443,-1,-1,-AF--
48163,192.168.1.73,35.201.101.243,0,128,40,TCP,57777,443,-1,-1,-AF--
29230,192.168.1.73,192.184.73.206,0,128,40,TCP,63574,8443,-1,-1,-AF--
61063,191.215.78.2,192.168.1.73,104,242,40,TCP,443,54340,-1,-1,-A-R-
54874,192.168.1.73,34.117.228.201,0,128,52,TCP,64389,443,-1,-1,S----
32581,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,65205,-1,-1,-A---
32582,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,65205,-1,-1,-A---
5733,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,62402,-1,-1,-A---
54875,192.168.1.73,34.117.228.201,0,128,40,TCP,65205,443,-1,-1,-A---
54876,192.168.1.73,34.117.228.201,0,128,40,TCP,62402,443,-1,-1,-A---
5734,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,62402,-1,-1,-A---
32583,34.117.228.201,192.168.1.73,0,123,323,TCP,443,65205,-1,-1,-A---
54877,192.168.1.73,34.117.228.201,0,128,120,TCP,65205,443,-1,-1,-A---
5735,34.117.228.201,192.168.1.73,0,123,323,TCP,443,62402,-1,-1,-A---
54878,192.168.1.73,34.117.228.201,0,128,40,TCP,62402,443,-1,-1,-A---
32584,34.117.228.201,192.168.1.73,0,123,52,TCP,443,65205,-1,-1,-A---
54879,192.168.1.73,34.117.228.201,0,128,120,TCP,62402,443,-1,-1,-A---
54880,192.168.1.73,34.117.228.201,0,128,1452,TCP,65205,443,-1,-1,-A---
54881,192.168.1.73,34.117.228.201,0,128,725,TCP,65205,443,-1,-1,-A---
10163,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,64200,-1,-1,-A---
48164,192.168.1.73,35.201.101.243,0,128,120,TCP,64200,443,-1,-1,-A---
54882,192.168.1.73,34.117.228.201,0,128,1021,TCP,62402,443,-1,-1,-A---
32146,192.168.1.73,44.197.110.19,0,128,166,TCP,64492,443,-1,-1,-A---
0,192.168.1.65,255.255.255.255,0,64,248,UDP,56627,6667,-1,-1,
54588,3.218.122.15,192.168.1.73,0,249,40,TCP,443,52571,-1,-1,-AF--
25446,44.197.110.19,192.168.1.73,0,250,40,TCP,443,64492,-1,-1,-A---
25447,44.197.110.19,192.168.1.73,0,250,244,TCP,443,64492,-1,-1,-A---
25448,44.197.110.19,192.168.1.73,0,250,109,TCP,443,64492,-1,-1,-A---
23027,44.197.110.19,192.168.1.73,0,250,1492,TCP,443,59279,-1,-1,-A---
8502,23.208.157.147,192.168.1.73,0,60,103,TCP,443,64431,-1,-1,-AF--
48778,34.117.228.201,192.168.1.73,0,123,40,TCP,443,50590,-1,-1,-AF--
48160,135.125.170.106,192.168.1.73,0,50,40,TCP,443,56541,-1,-1,-AF--
48779,34.117.228.201,192.168.1.73,0,123,40,TCP,443,50590,-1,-1,-AF--
8503,23.208.157.147,192.168.1.73,0,60,103,TCP,443,64431,-1,-1,-AF--
54883,192.168.1.73,34.117.228.201,0,128,40,TCP,50590,443,-1,-1,-A---
32147,192.168.1.73,44.197.110.19,0,128,166,TCP,59279,443,-1,-1,-A---
54884,192.168.1.73,34.117.228.201,0,128,40,TCP,50590,443,-1,-1,-A---
43118,54.156.103.7,192.168.1.73,0,250,40,TCP,443,56718,-1,-1,-AF--
0,35.201.101.243,192.168.1.73,0,113,40,TCP,443,64251,-1,-1,-A---
0,35.201.101.243,192.168.1.73,0,113,40,TCP,443,57777,-1,-1,-A---
0,35.201.101.243,192.168.1.73,0,113,40,TCP,443,57086,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,64389,-1,-1,SA---
54885,192.168.1.73,34.117.228.201,0,128,40,TCP,64389,443,-1,-1,-A---
32148,192.168.1.73,44.197.110.19,0,128,93,TCP,64492,443,-1,-1,-A---
32149,192.168.1.73,44.197.110.19,0,128,102,TCP,64492,443,-1,-1,-A---
32150,192.168.1.73,44.197.110.19,0,128,82,TCP,64492,443,-1,-1,-A---
54886,192.168.1.73,34.117.228.201,0,128,557,TCP,64389,443,-1,-1,-A---
32151,192.168.1.73,44.197.110.19,0,128,1492,TCP,64492,443,-1,-1,-A---
32152,192.168.1.73,44.197.110.19,0,128,589,TCP,64492,443,-1,-1,-A---
32153,192.168.1.73,44.197.110.19,0,128,78,TCP,64492,443,-1,-1,-A---
20410,135.125.170.106,192.168.1.73,0,49,40,TCP,443,54744,-1,-1,-AF--
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,64389,-1,-1,SA---
25621,199.250.160.129,192.168.1.73,0,50,40,TCP,443,50886,-1,-1,-AF--
33850,3.226.121.246,192.168.1.73,0,249,40,TCP,443,61706,-1,-1,-AF--
32585,34.117.228.201,192.168.1.73,0,123,40,TCP,443,65205,-1,-1,-A---
32586,34.117.228.201,192.168.1.73,0,123,40,TCP,443,65205,-1,-1,-A---
10164,35.201.101.243,192.168.1.73,0,123,40,TCP,443,64200,-1,-1,-A---
32587,34.117.228.201,192.168.1.73,0,123,40,TCP,443,65205,-1,-1,-A---
5736,34.117.228.201,192.168.1.73,0,123,40,TCP,443,62402,-1,-1,-A---
49787,34.117.228.201,192.168.1.73,0,123,40,TCP,443,54872,-1,-1,-AF--
32588,34.117.228.201,192.168.1.73,0,123,939,TCP,443,65205,-1,-1,-A---
5737,34.117.228.201,192.168.1.73,0,123,939,TCP,443,62402,-1,-1,-A---
54887,192.168.1.73,34.117.228.201,0,128,52,TCP,64389,443,-1,-1,-A---
54888,192.168.1.73,34.117.228.201,0,128,40,TCP,54872,443,-1,-1,-A---
0,192.184.73.206,192.168.1.73,40,242,40,TCP,8443,63574,-1,-1,---R-
17201,34.117.228.201,192.168.1.73,0,123,40,TCP,443,64389,-1,-1,-A---
14770,192.168.1.73,135.234.174.40,0,128,41,TCP,52085,443,-1,-1,-A---
54889,192.168.1.73,34.117.228.201,0,128,40,TCP,65205,443,-1,-1,-A---
54890,192.168.1.73,34.117.228.201,0,128,40,TCP,62402,443,-1,-1,-A---
17202,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,64389,-1,-1,-A---
17204,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,64389,-1,-1,-A---
17205,34.117.228.201,192.168.1.73,0,123,323,TCP,443,64389,-1,-1,-A---
54891,192.168.1.73,34.117.228.201,0,128,52,TCP,64389,443,-1,-1,-A---
54892,192.168.1.73,34.117.228.201,0,128,52,TCP,64389,443,-1,-1,-A---
25449,44.197.110.19,192.168.1.73,0,250,52,TCP,443,64492,-1,-1,-A---
23028,44.197.110.19,192.168.1.73,0,250,40,TCP,443,59279,-1,-1,-A---
23029,44.197.110.19,192.168.1.73,0,250,244,TCP,443,59279,-1,-1,-A---
23030,44.197.110.19,192.168.1.73,0,250,109,TCP,443,59279,-1,-1,-A---
25450,44.197.110.19,192.168.1.73,0,250,40,TCP,443,64492,-1,-1,-A---
25451,44.197.110.19,192.168.1.73,0,250,40,TCP,443,64492,-1,-1,-A---
25452,44.197.110.19,192.168.1.73,0,250,78,TCP,443,64492,-1,-1,-A---
45594,34.117.228.201,192.168.1.73,0,123,40,TCP,443,61283,-1,-1,-AF--
25453,44.197.110.19,192.168.1.73,0,250,40,TCP,443,64492,-1,-1,-A---
25454,44.197.110.19,192.168.1.73,0,250,40,TCP,443,64492,-1,-1,-A---
25455,44.197.110.19,192.168.1.73,0,250,40,TCP,443,64492,-1,-1,-A---
25456,44.197.110.19,192.168.1.73,0,250,40,TCP,443,64492,-1,-1,-A---
25457,44.197.110.19,192.168.1.73,0,250,189,TCP,443,64492,-1,-1,-A---
32154,192.168.1.73,44.197.110.19,0,128,40,TCP,64492,443,-1,-1,-A---
32155,192.168.1.73,44.197.110.19,0,128,40,TCP,59279,443,-1,-1,-A---
27613,192.168.1.73,3.174.207.88,0,128,1480,TCP,57490,443,-1,-1,-A---
27614,192.168.1.73,3.174.207.88,0,128,286,TCP,57490,443,-1,-1,-A---
16789,135.234.174.40,192.168.1.73,0,47,52,TCP,443,52085,-1,-1,-A---
0,192.168.1.88,224.0.0.251,192,1,32,OTHER,-1,-1,-1,-1,
27615,192.168.1.73,3.174.207.88,0,128,1480,TCP,57490,443,-1,-1,-A---
20323,3.174.207.88,192.168.1.73,0,250,40,TCP,443,57490,-1,-1,-A---
17206,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,64389,-1,-1,-A---
20324,3.174.207.88,192.168.1.73,0,250,497,TCP,443,57490,-1,-1,-A---
20325,3.174.207.88,192.168.1.73,0,250,71,TCP,443,57490,-1,-1,-A---
20326,3.174.207.88,192.168.1.73,0,250,52,TCP,443,57490,-1,-1,-A---
54893,192.168.1.73,34.117.228.201,0,128,120,TCP,64389,443,-1,-1,-A---
17207,34.117.228.201,192.168.1.73,0,123,40,TCP,443,64389,-1,-1,-A---
18967,191.215.78.2,192.168.1.73,0,245,40,TCP,443,53642,-1,-1,-AF--
40586,191.215.78.2,192.168.1.73,0,245,40,TCP,443,53642,-1,-1,-A-R-
18919,192.168.1.73,191.215.78.2,0,128,40,TCP,53642,443,-1,-1,-A---
27616,192.168.1.73,3.174.207.88,0,128,40,TCP,57490,443,-1,-1,-A---
27617,192.168.1.73,3.174.207.88,0,128,1415,TCP,57490,443,-1,-1,-A---
20327,3.174.207.88,192.168.1.73,0,250,40,TCP,443,57490,-1,-1,-A---
20328,3.174.207.88,192.168.1.73,0,250,498,TCP,443,57490,-1,-1,-A---
20329,3.174.207.88,192.168.1.73,0,250,71,TCP,443,57490,-1,-1,-A---
27618,192.168.1.73,3.174.207.88,0,128,40,TCP,57490,443,-1,-1,-A---
18920,192.168.1.73,191.215.78.2,0,128,40,TCP,53642,443,-1,-1,-AF--
54894,192.168.1.73,34.117.228.201,0,128,40,TCP,54872,443,-1,-1,-AF--
54895,192.168.1.73,34.117.228.201,0,128,40,TCP,50590,443,-1,-1,-AF--
54896,192.168.1.73,34.117.228.201,0,128,940,TCP,49684,443,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,113,40,TCP,443,54872,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,113,40,TCP,443,50590,-1,-1,-A---
51844,34.117.228.201,192.168.1.73,0,123,40,TCP,443,49684,-1,-1,-A---
51845,34.117.228.201,192.168.1.73,0,123,802,TCP,443,49684,-1,-1,-A---
54897,192.168.1.73,34.117.228.201,0,128,40,TCP,49684,443,-1,-1,-A---
64009,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57951,-1,-1,-AF--
54156,192.168.1.73,23.47.207.105,0,128,41,TCP,63671,443,-1,-1,-A---
48165,192.168.1.73,35.201.101.243,0,128,40,TCP,57951,443,-1,-1,-A---
36289,23.47.207.105,192.168.1.73,0,60,52,TCP,443,63671,-1,-1,-A---
43520,34.117.228.201,192.168.1.73,0,123,40,TCP,443,60882,-1,-1,-AF--
48866,192.168.1.73,34.160.55.127,0,128,41,TCP,51285,443,-1,-1,-A---
21571,34.160.55.127,192.168.1.73,0,123,52,TCP,443,51285,-1,-1,-A---
0,0.0.0.0,255.255.255.255,0,64,576,UDP,68,67,-1,-1,
7255,192.40.32.233,192.168.1.73,0,57,40,TCP,443,52934,-1,-1,-AF--
27096,104.254.151.60,192.168.1.73,40,52,40,TCP,443,57217,-1,-1,-AF--
41342,35.211.202.130,192.168.1.73,0,123,40,TCP,443,64357,-1,-1,-AF--
17974,209.50.244.87,192.168.1.73,32,57,40,TCP,443,60558,-1,-1,-AF--
25446,100.24.207.44,192.168.1.73,0,59,40,TCP,443,62543,-1,-1,-AF--
56223,154.59.122.69,192.168.1.73,40,49,311,TCP,443,61219,-1,-1,-A---
56224,154.59.122.69,192.168.1.73,40,49,311,TCP,443,61219,-1,-1,-A---
27256,192.168.1.73,154.59.122.69,0,128,40,TCP,61219,443,-1,-1,-A---
56225,154.59.122.69,192.168.1.73,40,49,40,TCP,443,61219,-1,-1,-A---
56226,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
56227,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
56228,154.59.122.69,192.168.1.73,40,49,55,TCP,443,61219,-1,-1,-A---
27257,192.168.1.73,154.59.122.69,0,128,40,TCP,61219,443,-1,-1,-A---
56229,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
56230,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
56231,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
27258,192.168.1.73,154.59.122.69,0,128,40,TCP,61219,443,-1,-1,-A---
56232,154.59.122.69,192.168.1.73,40,49,1010,TCP,443,61219,-1,-1,-A---
56233,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
56234,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
56235,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
27259,192.168.1.73,154.59.122.69,0,128,40,TCP,61219,443,-1,-1,-A---
55590,34.117.228.201,192.168.1.73,0,123,40,TCP,443,52374,-1,-1,-AF--
55055,192.168.1.73,34.117.228.201,0,128,40,TCP,52374,443,-1,-1,-A---
65411,192.168.1.73,192.178.52.226,0,128,41,TCP,57157,443,-1,-1,-A---
56236,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
56237,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
27260,192.168.1.73,154.59.122.69,0,128,40,TCP,61219,443,-1,-1,-A---
18971,34.117.228.201,192.168.1.73,0,123,40,TCP,443,51175,-1,-1,-AF--
55056,192.168.1.73,34.117.228.201,0,128,40,TCP,51175,443,-1,-1,-A---
47090,35.201.101.243,192.168.1.73,0,123,40,TCP,443,54462,-1,-1,-AF--
48183,192.168.1.73,35.201.101.243,0,128,40,TCP,54462,443,-1,-1,-A---
16260,34.117.228.201,192.168.1.73,0,123,40,TCP,443,58609,-1,-1,-AF--
50322,130.211.115.4,192.168.1.73,0,60,40,TCP,443,55256,-1,-1,-A---
60016,192.168.1.73,130.211.115.4,0,128,40,TCP,55256,443,-1,-1,-A---
55057,192.168.1.73,34.117.228.201,0,128,40,TCP,58609,443,-1,-1,-A---
56238,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
56239,154.59.122.69,192.168.1.73,40,49,1492,TCP,443,61219,-1,-1,-A---
27261,192.168.1.73,154.59.122.69,0,128,40,TCP,61219,443,-1,-1,-A---
56240,154.59.122.69,192.168.1.73,40,49,520,TCP,443,61219,-1,-1,-A---
1979,192.178.52.226,192.168.1.73,0,123,52,TCP,443,57157,-1,-1,-A---
39691,192.168.1.73,192.178.52.166,0,128,1123,TCP,51255,443,-1,-1,-A---
39692,192.168.1.73,192.178.52.166,0,128,79,TCP,51255,443,-1,-1,-A---
33122,192.178.52.166,192.168.1.73,0,123,40,TCP,443,51255,-1,-1,-A---
33123,192.178.52.166,192.168.1.73,0,123,40,TCP,443,51255,-1,-1,-A---
33124,192.178.52.166,192.168.1.73,0,123,79,TCP,443,51255,-1,-1,-A---
27262,192.168.1.73,154.59.122.69,0,128,40,TCP,61219,443,-1,-1,-A---
39693,192.168.1.73,192.178.52.166,0,128,40,TCP,51255,443,-1,-1,-A---
33125,192.178.52.166,192.168.1.73,0,123,206,TCP,443,51255,-1,-1,-A---
33126,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
33127,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
33128,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
33129,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
33130,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
39694,192.168.1.73,192.178.52.166,0,128,40,TCP,51255,443,-1,-1,-A---
33131,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
33132,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
33133,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
39695,192.168.1.73,192.178.52.166,0,128,40,TCP,51255,443,-1,-1,-A---
33134,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
33135,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
33136,192.178.52.166,192.168.1.73,0,123,1104,TCP,443,51255,-1,-1,-A---
33137,192.178.52.166,192.168.1.73,0,123,1452,TCP,443,51255,-1,-1,-A---
33138,192.178.52.166,192.168.1.73,0,123,473,TCP,443,51255,-1,-1,-A---
39696,192.168.1.73,192.178.52.166,0,128,79,TCP,51255,443,-1,-1,-A---
0,192.168.1.65,255.255.255.255,0,64,248,UDP,56627,6667,-1,-1,
33139,192.178.52.166,192.168.1.73,0,123,40,TCP,443,51255,-1,-1,-A---
55058,192.168.1.73,34.117.228.201,0,128,40,TCP,52374,443,-1,-1,-AF--
55059,192.168.1.73,34.117.228.201,0,128,40,TCP,51175,443,-1,-1,-AF--
55060,192.168.1.73,34.117.228.201,0,128,40,TCP,58609,443,-1,-1,-AF--
48184,192.168.1.73,35.201.101.243,0,128,40,TCP,54462,443,-1,-1,-AF--
27433,192.168.1.73,192.168.1.254,0,128,67,UDP,64200,53,-1,-1,
27434,192.168.1.73,192.168.1.254,0,128,64,UDP,58083,53,-1,-1,
27312,192.168.1.254,192.168.1.73,0,64,64,UDP,53,58083,-1,-1,
27313,192.168.1.254,192.168.1.73,0,64,83,UDP,53,64200,-1,-1,
0,34.117.228.201,192.168.1.73,0,113,40,TCP,443,52374,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,113,40,TCP,443,51175,-1,-1,-A---
0,34.117.228.201,192.168.1.73,0,113,40,TCP,443,58609,-1,-1,-A---
0,35.201.101.243,192.168.1.73,0,114,40,TCP,443,54462,-1,-1,-A---
62092,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62093,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62094,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62095,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62096,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62097,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62098,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62099,192.168.1.73,104.254.151.36,0,128,388,TCP,62518,443,-1,-1,-A---
62100,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62101,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62102,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62103,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62104,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62105,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62106,192.168.1.73,104.254.151.36,0,128,1492,TCP,62518,443,-1,-1,-A---
62107,192.168.1.73,104.254.151.36,0,128,660,TCP,62518,443,-1,-1,-A---
15747,104.254.151.36,192.168.1.73,40,52,40,TCP,443,62518,-1,-1,-A---
15748,104.254.151.36,192.168.1.73,40,52,40,TCP,443,62518,-1,-1,-A---
15749,104.254.151.36,192.168.1.73,40,52,40,TCP,443,62518,-1,-1,-A---
