ID,SRC_IP,DST_IP,TOS,TTL,LEN,PROTOCOLO,PUERTO_ORIGEN,PUERTO_DESTINO,ICMP_TYPE,ICMP_CODE,FLAGS
15750,104.254.151.36,192.168.1.73,40,52,40,TCP,443,62518,-1,-1,-A---
15751,104.254.151.36,192.168.1.73,40,52,934,TCP,443,62518,-1,-1,-A---
62108,192.168.1.73,104.254.151.36,0,128,40,TCP,62518,443,-1,-1,-A---
15752,104.254.151.36,192.168.1.73,40,52,40,TCP,443,62518,-1,-1,-A---
15753,104.254.151.36,192.168.1.73,40,52,40,TCP,443,62518,-1,-1,-A---
15754,104.254.151.36,192.168.1.73,40,52,40,TCP,443,62518,-1,-1,-A---
15755,104.254.151.36,192.168.1.73,40,52,40,TCP,443,62518,-1,-1,-A---
14133,34.117.228.201,192.168.1.73,0,123,40,TCP,443,50077,-1,-1,-AF--
12668,192.168.1.73,104.18.19.140,0,128,1440,TCP,54630,443,-1,-1,-A---
12669,192.168.1.73,104.18.19.140,0,128,1250,TCP,54630,443,-1,-1,-A---
12670,192.168.1.73,104.18.19.140,0,128,79,TCP,54630,443,-1,-1,-A---
15756,104.254.151.36,192.168.1.73,40,52,934,TCP,443,62518,-1,-1,-A---
4543,104.18.19.140,192.168.1.73,0,60,40,TCP,443,54630,-1,-1,-A---
4544,104.18.19.140,192.168.1.73,0,60,79,TCP,443,54630,-1,-1,-A---
62109,192.168.1.73,104.254.151.36,0,128,40,TCP,62518,443,-1,-1,-A---
12671,192.168.1.73,104.18.19.140,0,128,40,TCP,54630,443,-1,-1,-A---
4545,104.18.19.140,192.168.1.73,0,60,124,TCP,443,54630,-1,-1,-A---
4546,104.18.19.140,192.168.1.73,0,60,1492,TCP,443,54630,-1,-1,-A---
4547,104.18.19.140,192.168.1.73,0,60,1492,TCP,443,54630,-1,-1,-A---
4548,104.18.19.140,192.168.1.73,0,60,1387,TCP,443,54630,-1,-1,-A---
12672,192.168.1.73,104.18.19.140,0,128,40,TCP,54630,443,-1,-1,-A---
48185,192.168.1.73,35.201.101.243,0,128,52,TCP,57292,443,-1,-1,S----
48186,192.168.1.73,35.201.101.243,0,128,52,TCP,49402,443,-1,-1,S----
55061,192.168.1.73,34.117.228.201,0,128,52,TCP,49270,443,-1,-1,S----
4549,104.18.19.140,192.168.1.73,0,60,1492,TCP,443,54630,-1,-1,-A---
4550,104.18.19.140,192.168.1.73,0,60,449,TCP,443,54630,-1,-1,-A---
0,35.201.101.243,192.168.1.73,0,123,52,TCP,443,57292,-1,-1,SA---
48187,192.168.1.73,35.201.101.243,0,128,40,TCP,57292,443,-1,-1,-A---
0,35.201.101.243,192.168.1.73,0,123,52,TCP,443,49402,-1,-1,SA---
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,49270,-1,-1,SA---
48188,192.168.1.73,35.201.101.243,0,128,40,TCP,49402,443,-1,-1,-A---
55062,192.168.1.73,34.117.228.201,0,128,40,TCP,49270,443,-1,-1,-A---
48189,192.168.1.73,35.201.101.243,0,128,557,TCP,57292,443,-1,-1,-A---
55063,192.168.1.73,34.117.228.201,0,128,557,TCP,49270,443,-1,-1,-A---
48190,192.168.1.73,35.201.101.243,0,128,557,TCP,49402,443,-1,-1,-A---
8080,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57292,-1,-1,-A---
8081,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,57292,-1,-1,-A---
8082,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,57292,-1,-1,-A---
48191,192.168.1.73,35.201.101.243,0,128,40,TCP,57292,443,-1,-1,-A---
8083,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,57292,-1,-1,-A---
8084,35.201.101.243,192.168.1.73,0,123,221,TCP,443,57292,-1,-1,-A---
8319,34.117.228.201,192.168.1.73,0,123,40,TCP,443,49270,-1,-1,-A---
48192,192.168.1.73,35.201.101.243,0,128,120,TCP,57292,443,-1,-1,-A---
8320,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,49270,-1,-1,-A---
8321,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,49270,-1,-1,-A---
8322,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,49270,-1,-1,-A---
8323,34.117.228.201,192.168.1.73,0,123,323,TCP,443,49270,-1,-1,-A---
55064,192.168.1.73,34.117.228.201,0,128,40,TCP,49270,443,-1,-1,-A---
57570,35.201.101.243,192.168.1.73,0,123,40,TCP,443,49402,-1,-1,-A---
57571,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,49402,-1,-1,-A---
57572,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,49402,-1,-1,-A---
57573,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,49402,-1,-1,-A---
48193,192.168.1.73,35.201.101.243,0,128,40,TCP,49402,443,-1,-1,-A---
57574,35.201.101.243,192.168.1.73,0,123,323,TCP,443,49402,-1,-1,-A---
55065,192.168.1.73,34.117.228.201,0,128,120,TCP,49270,443,-1,-1,-A---
12673,192.168.1.73,104.18.19.140,0,128,40,TCP,54630,443,-1,-1,-A---
48194,192.168.1.73,35.201.101.243,0,128,120,TCP,49402,443,-1,-1,-A---
8085,35.201.101.243,192.168.1.73,0,123,40,TCP,443,57292,-1,-1,-A---
8324,34.117.228.201,192.168.1.73,0,123,40,TCP,443,49270,-1,-1,-A---
57575,35.201.101.243,192.168.1.73,0,123,40,TCP,443,49402,-1,-1,-A---
48195,192.168.1.73,35.201.101.243,0,128,52,TCP,49681,443,-1,-1,S----
48196,192.168.1.73,35.201.101.243,0,128,52,TCP,64002,443,-1,-1,S----
43992,192.168.1.73,23.47.207.114,0,128,52,TCP,64003,443,-1,-1,S----
0,35.201.101.243,192.168.1.73,0,123,52,TCP,443,49681,-1,-1,SA---
0,35.201.101.243,192.168.1.73,0,123,52,TCP,443,64002,-1,-1,SA---
48197,192.168.1.73,35.201.101.243,0,128,40,TCP,49681,443,-1,-1,-A---
48198,192.168.1.73,35.201.101.243,0,128,40,TCP,64002,443,-1,-1,-A---
0,23.47.207.114,192.168.1.73,0,60,52,TCP,443,64003,-1,-1,SA---
43993,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
48199,192.168.1.73,35.201.101.243,0,128,557,TCP,64002,443,-1,-1,-A---
43994,192.168.1.73,23.47.207.114,0,128,829,TCP,64003,443,-1,-1,-A---
48200,192.168.1.73,35.201.101.243,0,128,557,TCP,49681,443,-1,-1,-A---
22351,23.47.207.114,192.168.1.73,0,60,304,TCP,443,64003,-1,-1,-A---
43995,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
43996,192.168.1.73,23.47.207.114,0,128,120,TCP,64003,443,-1,-1,-A---
55281,35.201.101.243,192.168.1.73,0,123,40,TCP,443,64002,-1,-1,-A---
53734,35.201.101.243,192.168.1.73,0,123,40,TCP,443,49681,-1,-1,-A---
55282,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,64002,-1,-1,-A---
55283,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,64002,-1,-1,-A---
55284,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,64002,-1,-1,-A---
55285,35.201.101.243,192.168.1.73,0,123,221,TCP,443,64002,-1,-1,-A---
53735,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,49681,-1,-1,-A---
48201,192.168.1.73,35.201.101.243,0,128,40,TCP,64002,443,-1,-1,-A---
48202,192.168.1.73,35.201.101.243,0,128,120,TCP,64002,443,-1,-1,-A---
53736,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,49681,-1,-1,-A---
53737,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,49681,-1,-1,-A---
53738,35.201.101.243,192.168.1.73,0,123,323,TCP,443,49681,-1,-1,-A---
48203,192.168.1.73,35.201.101.243,0,128,40,TCP,49681,443,-1,-1,-A---
22352,23.47.207.114,192.168.1.73,0,60,40,TCP,443,64003,-1,-1,-A---
48204,192.168.1.73,35.201.101.243,0,128,120,TCP,49681,443,-1,-1,-A---
22353,23.47.207.114,192.168.1.73,0,60,343,TCP,443,64003,-1,-1,-A---
43997,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
43998,192.168.1.73,23.47.207.114,0,128,120,TCP,64003,443,-1,-1,-A---
43999,192.168.1.73,23.47.207.114,0,128,211,TCP,64003,443,-1,-1,-A---
55286,35.201.101.243,192.168.1.73,0,123,40,TCP,443,64002,-1,-1,-A---
22354,23.47.207.114,192.168.1.73,0,60,40,TCP,443,64003,-1,-1,-A---
22355,23.47.207.114,192.168.1.73,0,60,101,TCP,443,64003,-1,-1,-A---
44000,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22356,23.47.207.114,192.168.1.73,0,60,71,TCP,443,64003,-1,-1,-A---
44001,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
44002,192.168.1.73,23.47.207.114,0,128,71,TCP,64003,443,-1,-1,-A---
22357,23.47.207.114,192.168.1.73,0,60,386,TCP,443,64003,-1,-1,-A---
22358,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44003,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22359,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22360,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22361,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22362,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44004,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22363,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22364,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22365,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22366,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44005,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
48205,192.168.1.73,35.201.101.243,0,128,1452,TCP,49681,443,-1,-1,-A---
48206,192.168.1.73,35.201.101.243,0,128,1452,TCP,49681,443,-1,-1,-A---
48207,192.168.1.73,35.201.101.243,0,128,98,TCP,49681,443,-1,-1,-A---
22367,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44006,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22368,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22369,23.47.207.114,192.168.1.73,0,60,474,TCP,443,64003,-1,-1,-A---
44007,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
55066,192.168.1.73,34.117.228.201,0,128,1452,TCP,49270,443,-1,-1,-A---
55067,192.168.1.73,34.117.228.201,0,128,914,TCP,49270,443,-1,-1,-A---
22370,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44008,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22371,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44009,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22372,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44010,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22373,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22374,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22375,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44011,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22376,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
53739,35.201.101.243,192.168.1.73,0,123,40,TCP,443,49681,-1,-1,-A---
22377,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22378,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22379,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22380,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22381,23.47.207.114,192.168.1.73,0,60,912,TCP,443,64003,-1,-1,-A---
22382,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44012,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22383,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22384,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22385,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22386,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22387,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22388,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22389,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22390,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22391,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22392,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22393,23.47.207.114,192.168.1.73,0,60,474,TCP,443,64003,-1,-1,-A---
22394,23.47.207.114,192.168.1.73,0,60,71,TCP,443,64003,-1,-1,-A---
22395,23.47.207.114,192.168.1.73,0,60,644,TCP,443,64003,-1,-1,-A---
22396,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44013,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22397,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44014,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22398,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44015,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22399,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22400,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22401,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22402,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22403,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22404,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22405,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22406,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44016,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22407,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22408,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44017,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22409,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22410,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22411,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22412,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44018,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22413,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22414,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22415,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22416,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44019,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22417,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22418,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22419,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22420,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44020,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22421,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22422,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44021,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22423,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44022,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22424,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22425,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22426,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
53740,35.201.101.243,192.168.1.73,0,123,40,TCP,443,49681,-1,-1,-A---
44023,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
53741,35.201.101.243,192.168.1.73,0,123,40,TCP,443,49681,-1,-1,-A---
53742,35.201.101.243,192.168.1.73,0,123,40,TCP,443,49681,-1,-1,-A---
22427,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44024,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22428,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22429,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22430,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22431,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22432,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
8325,34.117.228.201,192.168.1.73,0,123,40,TCP,443,49270,-1,-1,-A---
8326,34.117.228.201,192.168.1.73,0,123,40,TCP,443,49270,-1,-1,-A---
44025,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22433,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44026,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22434,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44027,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22435,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22436,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22437,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22438,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22439,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22440,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22441,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22442,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22443,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22444,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22445,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44028,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22446,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22447,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44029,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22448,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44030,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22449,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22450,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22451,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22452,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22453,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22454,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22455,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22456,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22457,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22458,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22459,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
44031,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
22460,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22461,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22462,23.47.207.114,192.168.1.73,0,60,725,TCP,443,64003,-1,-1,-A---
22463,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22464,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22465,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22466,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22467,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22468,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22469,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22470,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22471,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22472,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22473,23.47.207.114,192.168.1.73,0,60,1492,TCP,443,64003,-1,-1,-A---
22474,23.47.207.114,192.168.1.73,0,60,1410,TCP,443,64003,-1,-1,-A---
44032,192.168.1.73,23.47.207.114,0,128,40,TCP,64003,443,-1,-1,-A---
53743,35.201.101.243,192.168.1.73,0,123,1228,TCP,443,49681,-1,-1,-A---
53744,35.201.101.243,192.168.1.73,0,123,73,TCP,443,49681,-1,-1,-A---
8327,34.117.228.201,192.168.1.73,0,123,1341,TCP,443,49270,-1,-1,-A---
8328,34.117.228.201,192.168.1.73,0,123,73,TCP,443,49270,-1,-1,-A---
55068,192.168.1.73,34.117.228.201,0,128,40,TCP,49270,443,-1,-1,-A---
55069,192.168.1.73,34.117.228.201,0,128,52,TCP,54860,443,-1,-1,S----
48208,192.168.1.73,35.201.101.243,0,128,52,TCP,61730,443,-1,-1,S----
48209,192.168.1.73,35.201.101.243,0,128,52,TCP,56736,443,-1,-1,S----
48210,192.168.1.73,35.201.101.243,0,128,52,TCP,58002,443,-1,-1,S----
48211,192.168.1.73,35.201.101.243,0,128,52,TCP,60352,443,-1,-1,S----
48212,192.168.1.73,35.201.101.243,0,128,40,TCP,49681,443,-1,-1,-A---
48213,192.168.1.73,35.201.101.243,0,128,52,TCP,54659,443,-1,-1,S----
0,34.117.228.201,192.168.1.73,0,123,52,TCP,443,54860,-1,-1,SA---
55070,192.168.1.73,34.117.228.201,0,128,40,TCP,54860,443,-1,-1,-A---
0,35.201.101.243,192.168.1.73,0,123,52,TCP,443,61730,-1,-1,SA---
0,35.201.101.243,192.168.1.73,0,123,52,TCP,443,56736,-1,-1,SA---
0,35.201.101.243,192.168.1.73,0,123,52,TCP,443,58002,-1,-1,SA---
0,35.201.101.243,192.168.1.73,0,123,52,TCP,443,60352,-1,-1,SA---
48214,192.168.1.73,35.201.101.243,0,128,40,TCP,61730,443,-1,-1,-A---
48215,192.168.1.73,35.201.101.243,0,128,40,TCP,56736,443,-1,-1,-A---
48216,192.168.1.73,35.201.101.243,0,128,40,TCP,58002,443,-1,-1,-A---
48217,192.168.1.73,35.201.101.243,0,128,40,TCP,60352,443,-1,-1,-A---
0,35.201.101.243,192.168.1.73,0,123,52,TCP,443,54659,-1,-1,SA---
48218,192.168.1.73,35.201.101.243,0,128,40,TCP,54659,443,-1,-1,-A---
55071,192.168.1.73,34.117.228.201,0,128,557,TCP,54860,443,-1,-1,-A---
48219,192.168.1.73,35.201.101.243,0,128,557,TCP,56736,443,-1,-1,-A---
48220,192.168.1.73,35.201.101.243,0,128,557,TCP,61730,443,-1,-1,-A---
48221,192.168.1.73,35.201.101.243,0,128,557,TCP,58002,443,-1,-1,-A---
48222,192.168.1.73,35.201.101.243,0,128,557,TCP,60352,443,-1,-1,-A---
48223,192.168.1.73,35.201.101.243,0,128,557,TCP,54659,443,-1,-1,-A---
1692,34.117.228.201,192.168.1.73,0,123,40,TCP,443,54860,-1,-1,-A---
2711,35.201.101.243,192.168.1.73,0,123,40,TCP,443,56736,-1,-1,-A---
31227,35.201.101.243,192.168.1.73,0,123,40,TCP,443,61730,-1,-1,-A---
15247,35.201.101.243,192.168.1.73,0,123,40,TCP,443,58002,-1,-1,-A---
1693,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,54860,-1,-1,-A---
1694,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,54860,-1,-1,-A---
1695,34.117.228.201,192.168.1.73,0,123,1452,TCP,443,54860,-1,-1,-A---
1696,34.117.228.201,192.168.1.73,0,123,323,TCP,443,54860,-1,-1,-A---
2712,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,56736,-1,-1,-A---
2713,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,56736,-1,-1,-A---
2714,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,56736,-1,-1,-A---
2715,35.201.101.243,192.168.1.73,0,123,323,TCP,443,56736,-1,-1,-A---
48224,192.168.1.73,35.201.101.243,0,128,120,TCP,56736,443,-1,-1,-A---
31228,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,61730,-1,-1,-A---
55072,192.168.1.73,34.117.228.201,0,128,120,TCP,54860,443,-1,-1,-A---
31229,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,61730,-1,-1,-A---
48225,192.168.1.73,35.201.101.243,0,128,40,TCP,61730,443,-1,-1,-A---
31230,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,61730,-1,-1,-A---
31231,35.201.101.243,192.168.1.73,0,123,323,TCP,443,61730,-1,-1,-A---
38240,199.250.160.129,192.168.1.73,0,50,40,TCP,443,63016,-1,-1,-AF--
15248,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,58002,-1,-1,-A---
15249,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,58002,-1,-1,-A---
15250,35.201.101.243,192.168.1.73,0,123,1452,TCP,443,58002,-1,-1,-A---
